Company,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price,IPS/Touchscreen,width,height,Memory_plusCapacite,Mermory_plusType,Mermory_Type
Xiaomi,Ultrabook,13.3,Intel Core i5,8,256.0,Nvidia GeForce,No OS,1.3,53274.67199999999,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i5,8,256.0,Nvidia GeForce,No OS,2.8,37189.44,Touchscreen,1600,900,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i7,8,1024.0,Intel UHD,Windows,1.62,44701.92,IPS/Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,17.3,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,2.5,48697.92,IPS,1920,1080,0.0,Any,HDD
Razer,Gaming,17.3,Intel Core i7,32,1024.0,Nvidia GeForce,Windows,3.49,324954.72,Touchscreen,3840,2160,0.0,Any,SSD
HP,Notebook,13.3,Intel Core i5,8,512.0,Intel UHD,Windows,1.49,51095.52,Touchscreen,1920,1080,0.0,Any,SSD
HP,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.35,73473.12,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,17.3,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.5,55677.6,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Gaming,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.65,98301.6,IPS,3840,2160,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,128.0,Intel HD,Windows,2.1,26267.04,Touchscreen,1366,768,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.23,39533.76,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Gaming,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,3.2,93186.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Workstation,15.6,Intel,16,256.0,Nvidia Quadro,Windows,2.8,162770.4,Touchscreen,3840,2160,1024.0,HDD,SSD
Lenovo,Gaming,15.6,Intel Core i7,16,512.0,Nvidia GeForce,No OS,2.4,74485.44,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i3,6,1024.0,Intel HD,Windows,2.3,23389.92,Touchscreen,1366,768,0.0,Any,HDD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel UHD,Windows,1.21,103842.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel UHD,Windows,1.2,77202.72,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.2,31808.16,Touchscreen,1366,768,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Linux,2.4,41505.12,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.9,74964.95999999999,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,No OS,2.1,18594.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,No OS,2.2,29250.72,Touchscreen,1920,1080,0.0,Any,SSD
Huawei,Ultrabook,13.0,Intel Core i7,8,512.0,Intel HD,Windows,1.05,79866.72,IPS,2160,1440,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,AMD Radeon,Windows,1.4,49650.5664,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i5,8,1024.0,Nvidia GeForce,No OS,2.8,31381.92,Touchscreen,1600,900,0.0,Any,HDD
HP,Notebook,14.0,Intel Core i7,8,256.0,Nvidia GeForce,Windows,1.63,54931.68,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Ultrabook,14.0,Intel Core i5,8,256.0,Intel UHD,Windows,1.6,61218.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i7,16,512.0,Intel UHD,Windows,1.62,68145.12,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i5,8,256.0,AMD Radeon,Linux,2.2,36089.208,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,14.0,Intel Core i5,8,256.0,Intel UHD,Windows,1.74,47898.72,IPS,1920,1080,0.0,Any,SSD
Toshiba,Ultrabook,13.3,Intel Core i7,8,256.0,Intel HD,Windows,1.2,72620.64,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,8,1024.0,Intel UHD,Windows,2.1,42304.32,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.42,130873.7952,IPS,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.2,44328.96,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,16,1024.0,AMD Radeon,Windows,2.3,45768.0528,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Notebook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2,40972.32,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,17.3,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.69,47472.48,Touchscreen,1920,1080,500.0,HDD,SSD
HP,Notebook,15.6,Intel Core i7,8,1024.0,AMD FirePro,Windows,1.9,67612.31999999999,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,2.37,21258.1872,Touchscreen,1366,768,0.0,Any,HDD
HP,Notebook,15.6,AMD,4,500.0,AMD Radeon,Windows,2.1,17582.399999999998,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.2,79866.72,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.6,45767.52,Touchscreen,1920,1080,0.0,Any,SSD
Acer,2 in 1 Convertible,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.6,36709.92,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,16,256.0,AMD Radeon,Linux,2.36,47898.72,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Linux,2.1,20779.2,Touchscreen,1366,768,0.0,Any,HDD
Asus,Notebook,15.6,AMD,4,128.0,AMD Radeon,Windows,2.2,30636.0,Touchscreen,1920,1080,1024.0,HDD,SSD
Asus,Gaming,17.3,Intel Core i7,32,512.0,Nvidia GeForce,Windows,4.7,207259.2,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.5,45074.88,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i3,8,128.0,Intel HD,Windows,2.2,31381.92,Touchscreen,1366,768,0.0,Any,SSD
Asus,Notebook,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.1,61005.6,Touchscreen,1920,1080,1024.0,HDD,SSD
Asus,Notebook,17.3,Intel Core i7,8,128.0,Nvidia GeForce,No OS,2.69,47365.92,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.56,46833.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,256.0,Intel HD,Windows,1.38,57489.12,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,128.0,AMD Radeon,Windows,2.2,52480.8,Touchscreen,1920,1080,2048.0,HDD,SSD
HP,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,2.04,29783.52,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,3.6,159786.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,13.3,Intel Core i5,4,500.0,Intel UHD,Windows,1.49,35964.0,IPS,1920,1080,0.0,Any,HDD
Apple,Ultrabook,13.3,Intel Core i5,8,512.0,Intel Iris,OS,1.37,108691.2,IPS,2560,1600,0.0,Any,SSD
Dell,2 in 1 Convertible,15.6,Intel Core i7,8,1024.0,Intel UHD,Windows,2.08,43636.32,IPS/Touchscreen,1920,1080,0.0,Any,HDD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,4.3,95850.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Asus,Notebook,15.6,AMD,4,1024.0,AMD Radeon,Windows,1.68,24988.32,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,8,512.0,Intel UHD,Windows,1.37,98514.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,17.3,Intel Core i3,4,256.0,Nvidia GeForce,Windows,3,37402.56,IPS,1920,1080,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i5,8,256.0,Intel UHD,Windows,1.41,50562.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,AMD,8,128.0,AMD Radeon,Windows,1.91,23757.552,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,17.3,Intel Core i7,16,1024.0,Nvidia GeForce,Windows,2.9,56423.52,IPS,1920,1080,0.0,Any,HDD
MSI,Gaming,17.3,Intel Core i7,16,512.0,Nvidia GeForce,Windows,4.14,133146.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,2 in 1 Convertible,15.6,Intel Core i7,8,512.0,Nvidia GeForce,Windows,2,90522.72,IPS/Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,17.3,Intel Core i7,8,128.0,AMD Radeon,Windows,2.8,60845.76,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,256.0,Intel HD,No OS,2.2,23656.32,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i5,4,500.0,Intel HD,Windows,2.1,38468.16,IPS,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,Windows,2.18,35004.96,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,1024.0,AMD Radeon,Windows,2.24,30103.2,Touchscreen,1920,1080,0.0,Any,HDD
Dell,2 in 1 Convertible,15.6,Intel Core i5,8,256.0,Intel UHD,Windows,2.67,42570.72,Touchscreen,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,13.3,Intel Core i7,8,512.0,Intel UHD,Windows,1.1,79866.72,Touchscreen,1920,1080,512.0,SSD,SSD
Lenovo,Notebook,15.6,Intel Core i5,4,1024.0,Intel HD,No OS,2.2,24881.76,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,17.3,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.5,54239.04,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i7,8,256.0,Intel UHD,Windows,2.05,46886.4,Touchscreen,1920,1080,0.0,Any,SSD
Apple,Ultrabook,13.3,Intel Core i5,8,512.0,Intel Iris,OS,1.37,104370.192,IPS,2560,1600,0.0,Any,SSD
Asus,Gaming,17.3,AMD,16,256.0,AMD Radeon,Windows,3.2,82530.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Linux,2.14,39164.5296,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,2 in 1 Convertible,14.0,Intel Core i7,16,512.0,Intel HD,Windows,1.36,133146.72,Touchscreen,2560,1440,0.0,Any,SSD
Toshiba,Notebook,15.6,Intel Core i7,8,500.0,Nvidia GeForce,Windows,2.2,43263.36,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,12,1024.0,Intel HD,Windows,2.3,37992.3696,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,17.3,Intel Core i7,8,128.0,AMD Radeon,Linux,2.8,58554.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,2.2,39693.6,IPS,1920,1080,0.0,Any,HDD
Lenovo,Notebook,17.3,Intel Core i3,4,1024.0,Intel HD,Windows,2.8,26053.92,Touchscreen,1600,900,0.0,Any,HDD
Lenovo,Notebook,17.3,Intel Core i7,8,2048.0,Nvidia GeForce,No OS,2.8,45234.72,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,17.3,Intel Core i7,6,128.0,Nvidia GeForce,Windows,2.8,45767.52,Touchscreen,1600,900,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i3,4,1024.0,AMD Radeon,Linux,2.25,22803.84,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Gaming,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2.5,44169.12,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,6,256.0,Intel HD,Windows,2.2,30849.12,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,3,50669.28,IPS,1920,1080,0.0,Any,SSD
Acer,Notebook,15.6,Intel Core i7,12,1024.0,Intel HD,Windows,2.15,35111.52,IPS/Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,1.95,58448.16,IPS,1920,1080,0.0,Any,SSD
Asus,Ultrabook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,1.7,52054.56,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.5,62817.12,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,No OS,2.2,35112.0528,Touchscreen,1920,1080,0.0,Any,HDD
Acer,Notebook,15.6,Intel,2,16.0,Intel HD,OS,2.19,10602.72,Touchscreen,1366,768,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,3,63243.36,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,17.3,Intel Core i3,8,1024.0,Intel HD,Windows,2.54,26053.92,Touchscreen,1600,900,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2,97449.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,256.0,Intel UHD,Windows,2.05,39373.92,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Windows,3.2,69210.72,IPS,1920,1080,0.0,Any,HDD
Acer,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Linux,2.5,52161.12,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Workstation,17.3,Intel Core i7,16,256.0,Nvidia Quadro,Windows,3.42,153705.3408,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,AMD,6,1024.0,AMD Radeon,Windows,2.4,26586.72,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Ultrabook,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,1.63,78215.04,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,14.0,Intel Core i3,4,128.0,Intel HD,Windows,1.3,27119.52,Touchscreen,1366,768,0.0,Any,SSD
Asus,Gaming,17.3,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.9,113060.16,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,17.3,Intel Core i5,6,1024.0,Nvidia GeForce,Windows,2.8,34578.72,Touchscreen,1600,900,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i5,8,2048.0,Nvidia GeForce,No OS,2.2,29250.72,Touchscreen,1366,768,0.0,Any,HDD
Asus,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.5,67399.2,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel,4,1024.0,Intel HD,No OS,2.2,19180.2672,Touchscreen,1366,768,0.0,Any,HDD
HP,2 in 1 Convertible,13.3,Intel Core i7,16,256.0,Intel HD,Windows,1.28,105228.0,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.2,55571.04,IPS,1920,1080,0.0,Any,SSD
Lenovo,Notebook,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,2.3,43636.32,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,1.86,24988.32,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,13.3,Intel Core i5,8,256.0,Intel HD,Windows,1.1,53226.72,IPS,1920,1080,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,16,1024.0,Intel UHD,Windows,1.21,133146.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
MSI,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.8,111834.72,IPS,1920,1080,1024.0,HDD,SSD
Acer,Notebook,15.6,AMD,8,256.0,AMD Radeon,Windows,2.23,24988.32,Touchscreen,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,11.6,Intel,2,32.0,Intel HD,Windows,1.1,14652.0,Touchscreen,1366,768,0.0,Any,Flash
Dell,Notebook,15.6,Intel Core i5,8,128.0,AMD Radeon,Windows,2.33,44968.32,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,2 in 1 Convertible,13.3,Intel Core i7,16,1024.0,Intel UHD,Windows,1.29,130482.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
Lenovo,Notebook,13.3,Intel,4,16.0,Intel HD,OS,1.45,24503.472,Touchscreen,1366,768,0.0,Any,Flash
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.95,52214.4,Touchscreen,1920,1080,0.0,Any,SSD
Acer,Notebook,11.6,Intel,4,128.0,Intel HD,Windows,1.4,25840.8,Touchscreen,1366,768,0.0,Any,Flash
HP,Notebook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.48,68837.76,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i5,4,1024.0,Nvidia GeForce,Windows,2.79,31381.92,Touchscreen,1600,900,0.0,Any,HDD
Asus,Notebook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,2,58288.32,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,8,1024.0,Intel UHD,Windows,2.1,48058.56,IPS,1366,768,0.0,Any,HDD
Acer,Notebook,15.6,AMD,8,256.0,AMD Radeon,Windows,2.2,35111.52,Touchscreen,1366,768,0.0,Any,SSD
Lenovo,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.44,15557.76,Touchscreen,1366,768,0.0,Any,Flash
Acer,Notebook,15.6,Intel Core i5,6,1024.0,Intel HD,Windows,2.23,29250.72,Touchscreen,1366,768,0.0,Any,HDD
Asus,Ultrabook,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,1.7,55938.672,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,12.5,Intel Core i7,8,256.0,Intel HD,Windows,1.26,71128.8,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,32,1024.0,Nvidia GeForce,Windows,2.06,140605.91999999998,Touchscreen,3840,2160,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.7,63882.72,Touchscreen,1920,1080,1024.0,HDD,SSD
Toshiba,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,2.0,50243.04,IPS,1920,1080,0.0,Any,SSD
Asus,Notebook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,2,71075.52,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,1024.0,Intel HD,Windows,1.85,23922.72,Touchscreen,1920,1080,0.0,Any,HDD
Asus,Gaming,15.6,Intel Core i7,8,256.0,Nvidia GeForce,Windows,2.5,53226.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.48,67559.04,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Ultrabook,15.6,Intel Core i5,8,128.0,Nvidia GeForce,Windows,1.9,55890.72,IPS,1920,1080,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i5,8,256.0,Intel HD,Windows,1.84,60952.32,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Notebook,15.6,Intel,4,1024.0,Intel HD,Linux,2,14651.4672,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,256.0,Nvidia GeForce,Windows,2,60885.72,Touchscreen,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel,4,500.0,Intel HD,Linux,2.2,14646.672,Touchscreen,1366,768,0.0,Any,HDD
Lenovo,Notebook,15.6,AMD,12,2048.0,AMD Radeon,Windows,2.2,47898.72,Touchscreen,1920,1080,0.0,Any,HDD
HP,Notebook,15.6,Intel Core i3,8,1024.0,Nvidia GeForce,Windows,2.1,38148.48,IPS,1920,1080,0.0,Any,HDD
Lenovo,2 in 1 Convertible,13.9,Intel Core i7,16,512.0,Intel UHD,Windows,1.4,111834.72,IPS/Touchscreen,3840,2160,0.0,Any,SSD
Dell,Ultrabook,13.3,Intel Core i7,8,256.0,Intel UHD,Windows,1.2,84129.12,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Gaming,15.6,Intel Core i7,16,256.0,Nvidia GeForce,Windows,2.4,60153.12,IPS,1920,1080,2048.0,HDD,SSD
HP,Notebook,14.0,Intel,2,32.0,Intel HD,Windows,1.44,14865.12,Touchscreen,1366,768,0.0,Any,Flash
Dell,Ultrabook,15.6,Intel Core i7,16,512.0,Intel UHD,Windows,1.88,85672.1088,Touchscreen,1920,1080,256.0,SSD,SSD
Asus,2 in 1 Convertible,11.6,Intel,4,32.0,Intel HD,Windows,1.5,19980.0,Touchscreen,1366,768,0.0,Any,Flash
Dell,Ultrabook,15.6,Intel Core i5,8,1024.0,AMD Radeon,Windows,1.9,35324.64,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.06,108020.9376,Touchscreen,3840,2160,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i7,8,256.0,Intel HD,Windows,1.84,69477.12,Touchscreen,1920,1080,0.0,Any,SSD
MSI,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.7,75071.52,Touchscreen,1920,1080,1024.0,HDD,SSD
HP,Workstation,15.6,Intel Core i7,8,256.0,Nvidia Quadro,Windows,2.6,92615.0256,Touchscreen,1920,1080,0.0,Any,SSD
Toshiba,Notebook,15.6,Intel Core i7,16,512.0,Nvidia GeForce,Windows,2.4,74751.84,IPS,1920,1080,0.0,Any,SSD
Dell,Notebook,15.6,Intel Core i7,8,128.0,AMD Radeon,Windows,2.02,51729.55199999999,Touchscreen,1920,1080,2048.0,HDD,SSD
Lenovo,Notebook,15.6,Intel,4,1024.0,Intel HD,No OS,2.2,17155.627200000003,Touchscreen,1366,768,0.0,Any,HDD
Dell,Gaming,15.6,Intel Core i5,8,1024.0,Nvidia GeForce,Windows,2.65,53226.72,Touchscreen,1920,1080,0.0,Any,HDD
Dell,Notebook,15.6,Intel Core i5,8,2048.0,Intel HD,Windows,2.36,29696.6736,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,1.36,76030.56,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,Intel Core i3,4,500.0,Intel HD,Windows,1.86,23389.92,Touchscreen,1366,768,0.0,Any,HDD
Asus,Notebook,14.0,Intel Core i5,8,256.0,Intel HD,Windows,2,50349.6,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Notebook,17.3,Intel Core i5,6,128.0,Nvidia GeForce,Windows,2.8,38308.32,Touchscreen,1600,900,1024.0,HDD,SSD
HP,Notebook,15.6,Intel Core i5,8,1024.0,Intel HD,Windows,1.86,34045.92,Touchscreen,1920,1080,0.0,Any,HDD
Lenovo,Notebook,15.6,Intel Core i3,8,256.0,Nvidia GeForce,No OS,2.2,26586.72,Touchscreen,1366,768,0.0,Any,SSD
HP,Notebook,15.6,Intel,8,2048.0,Intel HD,Windows,2.04,20725.92,Touchscreen,1366,768,0.0,Any,HDD
Dell,Notebook,17.3,Intel Core i5,8,128.0,AMD Radeon,Windows,2.8,57808.8,Touchscreen,1920,1080,1024.0,HDD,SSD
Lenovo,Gaming,15.6,Intel Core i5,8,128.0,Nvidia GeForce,No OS,2.4,43103.52,IPS,1920,1080,1024.0,HDD,SSD
Dell,Notebook,15.6,Intel Core i7,8,256.0,AMD Radeon,Windows,2.33,47898.72,Touchscreen,1920,1080,0.0,Any,SSD
HP,Ultrabook,14.0,Intel Core i7,8,256.0,Intel HD,Windows,1.36,93240.0,IPS,1920,1080,0.0,Any,SSD
Asus,2 in 1 Convertible,15.6,Intel Core i7,12,512.0,Nvidia GeForce,Windows,2.26,58554.72,Touchscreen,1920,1080,2048.0,HDD,SSD
Acer,Notebook,15.6,AMD,4,128.0,AMD Radeon,Windows,2.1,22697.28,Touchscreen,1366,768,0.0,Any,SSD
Asus,Gaming,17.3,AMD,16,256.0,AMD Radeon,Windows,3.25,117162.72,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,17.3,AMD,4,128.0,AMD Radeon,Windows,2.6,26053.92,Touchscreen,1600,900,0.0,Any,SSD
Dell,2 in 1 Convertible,13.3,Intel Core i7,8,256.0,Intel UHD,Windows,1.62,46300.85279999999,Touchscreen,1920,1080,0.0,Any,SSD
HP,Notebook,15.6,AMD,4,256.0,AMD Radeon,Windows,1.91,26053.3872,Touchscreen,1920,1080,0.0,Any,SSD
Lenovo,Netbook,11.6,Intel,4,128.0,Intel HD,Windows,1.59,29463.84,IPS,1366,768,0.0,Any,SSD
Dell,Notebook,15.6,Intel,4,500.0,Intel HD,Windows,1.8,16463.52,Touchscreen,1366,768,0.0,Any,HDD
Asus,Notebook,14.0,Intel,4,32.0,Intel HD,Windows,1.5,15238.08,Touchscreen,1366,768,0.0,Any,Flash
Acer,Notebook,15.6,Intel Core i7,8,1024.0,Nvidia GeForce,Linux,2.4,45074.88,Touchscreen,1920,1080,0.0,Any,HDD
HP,Gaming,17.3,Intel Core i7,8,128.0,Nvidia GeForce,Windows,3.35,63456.48,IPS,1920,1080,1024.0,HDD,SSD
Lenovo,Notebook,15.6,Intel Core i3,4,128.0,Intel HD,No OS,1.85,21498.48,Touchscreen,1920,1080,0.0,Any,SSD
Asus,Gaming,15.6,Intel Core i7,8,128.0,Nvidia GeForce,Windows,2.3,88178.4,IPS,1920,1080,1024.0,HDD,SSD
